region name;region url
Краснодарский;https://krasnodar.n1.ru/kupit/komnaty/region-Krasnodarskiy-kray/?limit=100
Ростовская;https://rostov.n1.ru/kupit/komnaty/region-Rostovskaya-oblast/?limit=100
Амурская;https://blagoveschensk.n1.ru/kupit/komnaty/region-Amurskaya-oblast/?limit=100
Камчатский;https://petropavlovsk-kamchatskiy.n1.ru/kupit/komnaty/region-Kamchatskiy-kray/?limit=100
Магаданская;https://magadan.n1.ru/kupit/komnaty/region-Magadanskaya-oblast/?limit=100
Приморский;https://vladivostok.n1.ru/kupit/komnaty/region-Primorskiy-kray/?limit=100
Сахалинская;https://uzhno-sahalinsk.n1.ru/kupit/komnaty/region-Sahalinskaya-oblast/?limit=100
Хабаровский;https://habarovsk.n1.ru/kupit/komnaty/region-Habarovskiy-kray/?limit=100
Дагестан;https://mahachkala.n1.ru/kupit/komnaty/region-Respublika-Dagestan/?limit=100
Кабардино-Балкария;https://nalchik.n1.ru/kupit/komnaty/region-Kabardino-Balkarskaya-respublika/?limit=100
Карачаево-Черкесия;https://cherkessk.n1.ru/kupit/komnaty/region-Karachaevo-Cherkesskaya-respublika/?limit=100
Северная Осетия;https://vladikavkaz.n1.ru/kupit/komnaty/region-Respublika-Severnaya-Osetiya---Alaniya/?limit=100
Ставропольский;https://stavropol.n1.ru/kupit/komnaty/region-Stavropolskiy-kray/?limit=100
