region name;region url
Свердловская;https://ekaterinburg.n1.ru/snyat/garazhi/region-Sverdlovskaya-oblast/?limit=100
Тюменская;https://tumen.n1.ru/snyat/garazhi/region-Tumenskaya-oblast/?limit=100
Ханты-Мансийский;https://hanty-mansiysk.n1.ru/snyat/garazhi/region-Hanty-Mansiyskiy-Avtonomnyi-okrug/?limit=100
Челябинская;https://chelyabinsk.n1.ru/snyat/garazhi/region-Chelyabinskaya-oblast/?limit=100
Ямало-Ненецкий;https://salehard.n1.ru/snyat/garazhi/region-Yamalo-Neneckiy-AO/?limit=100
Адыгея;https://maykop.n1.ru/snyat/garazhi/region-Respublika-Adygeya/?limit=100
Астраханская;https://astrahan.n1.ru/snyat/garazhi/region-Astrahanskaya-oblast/?limit=100
Волгоградская;https://volgograd.n1.ru/snyat/garazhi/region-Volgogradskaya-oblast/?limit=100
Калмыкия;https://elista.n1.ru/snyat/garazhi/region-Respublika-Kalmykiya/?limit=100
Краснодарский;https://krasnodar.n1.ru/snyat/garazhi/region-Krasnodarskiy-kray/?limit=100
Ростовская;https://rostov.n1.ru/snyat/garazhi/region-Rostovskaya-oblast/?limit=100
Амурская;https://blagoveschensk.n1.ru/snyat/garazhi/region-Amurskaya-oblast/?limit=100
Камчатский;https://petropavlovsk-kamchatskiy.n1.ru/snyat/garazhi/region-Kamchatskiy-kray/?limit=100
Магаданская;https://magadan.n1.ru/snyat/garazhi/region-Magadanskaya-oblast/?limit=100
Приморский;https://vladivostok.n1.ru/snyat/garazhi/region-Primorskiy-kray/?limit=100
Сахалинская;https://uzhno-sahalinsk.n1.ru/snyat/garazhi/region-Sahalinskaya-oblast/?limit=100
Хабаровский;https://habarovsk.n1.ru/snyat/garazhi/region-Habarovskiy-kray/?limit=100
Дагестан;https://mahachkala.n1.ru/snyat/garazhi/region-Respublika-Dagestan/?limit=100
Кабардино-Балкария;https://nalchik.n1.ru/snyat/garazhi/region-Kabardino-Balkarskaya-respublika/?limit=100
Карачаево-Черкесия;https://cherkessk.n1.ru/snyat/garazhi/region-Karachaevo-Cherkesskaya-respublika/?limit=100
Северная Осетия;https://vladikavkaz.n1.ru/snyat/garazhi/region-Respublika-Severnaya-Osetiya---Alaniya/?limit=100
Ставропольский;https://stavropol.n1.ru/snyat/garazhi/region-Stavropolskiy-kray/?limit=100
